"user_id","course_id","course_title","category_type","description","duration","rating","About_Course"
14,15,Teknik Pengelasan Lanjutan,Mesin,Teknik Pengelasan Lanjutan mencakup teknik-teknik pengelasan yang lebih kompleks dan spesifik.,"00:01:00","60",Kursus ini mengajarkan teknik pengelasan lanjutan.
9,15,Teknik Pengelasan Lanjutan,Mesin,Teknik Pengelasan Lanjutan mencakup teknik-teknik pengelasan yang lebih kompleks dan spesifik.,"00:01:00","40",Kursus ini mengajarkan teknik pengelasan lanjutan.
14,16,Perencanaan Jalan Raya,Sipil,Perencanaan Jalan Raya mencakup proses merencanakan dan merancang jalan raya yang efisien dan aman.,"00:01:00","80",Kursus ini mengajarkan perencanaan jalan raya.
15,16,Perencanaan Jalan Raya,Sipil,Perencanaan Jalan Raya mencakup proses merencanakan dan merancang jalan raya yang efisien dan aman.,"00:01:00","100",Kursus ini mengajarkan perencanaan jalan raya.
2,16,Perencanaan Jalan Raya,Sipil,Perencanaan Jalan Raya mencakup proses merencanakan dan merancang jalan raya yang efisien dan aman.,"00:01:00","20",Kursus ini mengajarkan perencanaan jalan raya.
15,17,Pengembangan Aplikasi Android dengan Java,Informatika,Pengembangan aplikasi Android dengan Java memungkinkan pembuatan aplikasi yang dapat dijalankan pada perangkat Android.,"00:01:00","80",Kursus ini mengajarkan cara mengembangkan aplikasi Android menggunakan bahasa pemrograman Java.
16,17,Pengembangan Aplikasi Android dengan Java,Informatika,Pengembangan aplikasi Android dengan Java memungkinkan pembuatan aplikasi yang dapat dijalankan pada perangkat Android.,"00:01:00","100",Kursus ini mengajarkan cara mengembangkan aplikasi Android menggunakan bahasa pemrograman Java.
10,17,Pengembangan Aplikasi Android dengan Java,Informatika,Pengembangan aplikasi Android dengan Java memungkinkan pembuatan aplikasi yang dapat dijalankan pada perangkat Android.,"00:01:00","20",Kursus ini mengajarkan cara mengembangkan aplikasi Android menggunakan bahasa pemrograman Java.
16,18,Desain Struktur Baja,Sipil,Desain Struktur Baja mencakup perhitungan dan teknik untuk membangun struktur baja yang kokoh dan efisien.,"00:01:00","80",Kursus ini mengajarkan desain struktur baja.
17,18,Desain Struktur Baja,Sipil,Desain Struktur Baja mencakup perhitungan dan teknik untuk membangun struktur baja yang kokoh dan efisien.,"00:01:00","60",Kursus ini mengajarkan desain struktur baja.
1,18,Desain Struktur Baja,Sipil,Desain Struktur Baja mencakup perhitungan dan teknik untuk membangun struktur baja yang kokoh dan efisien.,"00:01:00","40",Kursus ini mengajarkan desain struktur baja.
17,19,Pemrograman Python untuk Pemula,Informatika,Pemrograman Python adalah bahasa pemrograman yang mudah dipelajari dan sering digunakan dalam pengembangan perangkat lunak.,"00:01:00","40",Kursus ini mengajarkan dasar-dasar pemrograman Python.
18,19,Pemrograman Python untuk Pemula,Informatika,Pemrograman Python adalah bahasa pemrograman yang mudah dipelajari dan sering digunakan dalam pengembangan perangkat lunak.,"00:01:00","20",Kursus ini mengajarkan dasar-dasar pemrograman Python.
10,19,Pemrograman Python untuk Pemula,Informatika,Pemrograman Python adalah bahasa pemrograman yang mudah dipelajari dan sering digunakan dalam pengembangan perangkat lunak.,"00:01:00","40",Kursus ini mengajarkan dasar-dasar pemrograman Python.
18,20,Manajemen Konstruksi,Sipil,"Manajemen Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif.","00:01:00","40",Kursus ini mengajarkan manajemen konstruksi.
19,20,Manajemen Konstruksi,Sipil,"Manajemen Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif.","00:01:00","60",Kursus ini mengajarkan manajemen konstruksi.
20,20,Manajemen Konstruksi,Sipil,"Manajemen Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif.","00:01:00","20",Kursus ini mengajarkan manajemen konstruksi.
19,21,Dasar-Dasar Sistem Operasi,Informatika,Dasar-Dasar Sistem Operasi mencakup konsep-konsep dasar dan fungsi-fungsi sistem operasi.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar sistem operasi.
20,21,Dasar-Dasar Sistem Operasi,Informatika,Dasar-Dasar Sistem Operasi mencakup konsep-konsep dasar dan fungsi-fungsi sistem operasi.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar sistem operasi.
11,21,Dasar-Dasar Sistem Operasi,Informatika,Dasar-Dasar Sistem Operasi mencakup konsep-konsep dasar dan fungsi-fungsi sistem operasi.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar sistem operasi.
4,21,Dasar-Dasar Sistem Operasi,Informatika,Dasar-Dasar Sistem Operasi mencakup konsep-konsep dasar dan fungsi-fungsi sistem operasi.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar sistem operasi.
5,21,Dasar-Dasar Sistem Operasi,Informatika,Dasar-Dasar Sistem Operasi mencakup konsep-konsep dasar dan fungsi-fungsi sistem operasi.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar sistem operasi.
20,22,Arsitektur Bangunan Modern,Sipil,Arsitektur Bangunan Modern mencakup desain dan konstruksi bangunan yang modern dan inovatif.,"00:01:00","80",Kursus ini mengajarkan arsitektur bangunan modern.
1,22,Arsitektur Bangunan Modern,Sipil,Arsitektur Bangunan Modern mencakup desain dan konstruksi bangunan yang modern dan inovatif.,"00:01:00","60",Kursus ini mengajarkan arsitektur bangunan modern.
11,23,Pemrograman JavaScript untuk Web,Informatika,Pemrograman JavaScript adalah bahasa pemrograman yang sering digunakan dalam pengembangan web.,"00:01:00","80",Kursus ini mengajarkan pemrograman JavaScript untuk pengembangan web.
8,24,Pengelolaan Proyek Konstruksi,Sipil,"Pengelolaan Proyek Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif dan efisien.","00:01:00","100",Kursus ini mengajarkan pengelolaan proyek konstruksi.
16,24,Pengelolaan Proyek Konstruksi,Sipil,"Pengelolaan Proyek Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif dan efisien.","00:01:00","40",Kursus ini mengajarkan pengelolaan proyek konstruksi.
3,24,Pengelolaan Proyek Konstruksi,Sipil,"Pengelolaan Proyek Konstruksi melibatkan perencanaan, pengawasan, dan pengendalian proyek konstruksi secara efektif dan efisien.","00:01:00","60",Kursus ini mengajarkan pengelolaan proyek konstruksi.
12,25,Dasar-Dasar Keamanan Informasi,Informatika,Dasar-Dasar Keamanan Informasi mencakup konsep dasar tentang keamanan informasi dan teknik-teknik untuk melindungi informasi dari ancaman.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar keamanan informasi.
5,26,Desain Interior,Sipil,Desain Interior mencakup konsep dan teknik untuk merancang ruang interior yang estetis dan fungsional.,"00:01:00","40",Kursus ini mengajarkan desain interior.
12,27,Pemrograman C++ untuk Pemula,Informatika,Pemrograman C++ adalah bahasa pemrograman yang sering digunakan dalam pengembangan perangkat lunak.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar pemrograman C++.
6,27,Pemrograman C++ untuk Pemula,Informatika,Pemrograman C++ adalah bahasa pemrograman yang sering digunakan dalam pengembangan perangkat lunak.,"00:01:00","20",Kursus ini mengajarkan dasar-dasar pemrograman C++.
6,28,Manajemen Proyek Teknologi Informasi,Informatika,"Manajemen Proyek Teknologi Informasi melibatkan perencanaan, pengawasan, dan pengendalian proyek TI secara efektif.","00:01:00","40",Kursus ini mengajarkan manajemen proyek teknologi informasi.
13,29,Mekanika Fluida,Mesin,Mekanika Fluida adalah cabang ilmu teknik yang mempelajari perilaku fluida dalam kondisi tertentu.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar mekanika fluida.
7,29,Mekanika Fluida,Mesin,Mekanika Fluida adalah cabang ilmu teknik yang mempelajari perilaku fluida dalam kondisi tertentu.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar mekanika fluida.
7,30,Pemrograman Frontend dengan React,Informatika,Pemrograman Frontend dengan React mencakup pengembangan aplikasi web yang responsif dan interaktif menggunakan library React.,"00:01:00","80",Kursus ini mengajarkan pemrograman frontend menggunakan React.
20,30,Pemrograman Frontend dengan React,Informatika,Pemrograman Frontend dengan React mencakup pengembangan aplikasi web yang responsif dan interaktif menggunakan library React.,"00:01:00","40",Kursus ini mengajarkan pemrograman frontend menggunakan React.
13,31,Teknik Konstruksi Bangunan,Sipil,Teknik Konstruksi Bangunan mencakup teknik-teknik untuk merencanakan dan membangun bangunan secara efektif.,"00:01:00","40",Kursus ini mengajarkan teknik konstruksi bangunan.
8,31,Teknik Konstruksi Bangunan,Sipil,Teknik Konstruksi Bangunan mencakup teknik-teknik untuk merencanakan dan membangun bangunan secara efektif.,"00:01:00","100",Kursus ini mengajarkan teknik konstruksi bangunan.
8,32,Pengenalan Teknologi Cloud,Informatika,Pengenalan Teknologi Cloud mencakup konsep-konsep dasar dan manfaat dari teknologi cloud.,"00:01:00","80",Kursus ini mengajarkan pengenalan tentang teknologi cloud.
14,33,Desain Arsitektur Rumah,Sipil,Desain Arsitektur Rumah mencakup perencanaan dan desain rumah yang sesuai dengan kebutuhan dan preferensi.,"00:01:00","20",Kursus ini mengajarkan desain arsitektur rumah.
9,33,Desain Arsitektur Rumah,Sipil,Desain Arsitektur Rumah mencakup perencanaan dan desain rumah yang sesuai dengan kebutuhan dan preferensi.,"00:01:00","60",Kursus ini mengajarkan desain arsitektur rumah.
9,34,Pemrograman Back-end dengan Node.js,Informatika,Pemrograman Back-end dengan Node.js mencakup pengembangan aplikasi server-side menggunakan runtime JavaScript Node.js.,"00:01:00","40",Kursus ini mengajarkan pemrograman back-end menggunakan Node.js.
18,34,Pemrograman Back-end dengan Node.js,Informatika,Pemrograman Back-end dengan Node.js mencakup pengembangan aplikasi server-side menggunakan runtime JavaScript Node.js.,"00:01:00","80",Kursus ini mengajarkan pemrograman back-end menggunakan Node.js.
14,35,Analisis Struktur Bangunan,Sipil,Analisis Struktur Bangunan mencakup metode dan teknik untuk menganalisis kekuatan dan kestabilan struktur bangunan.,"00:01:00","40",Kursus ini mengajarkan analisis struktur bangunan.
19,35,Analisis Struktur Bangunan,Sipil,Analisis Struktur Bangunan mencakup metode dan teknik untuk menganalisis kekuatan dan kestabilan struktur bangunan.,"00:01:00","60",Kursus ini mengajarkan analisis struktur bangunan.
10,35,Analisis Struktur Bangunan,Sipil,Analisis Struktur Bangunan mencakup metode dan teknik untuk menganalisis kekuatan dan kestabilan struktur bangunan.,"00:01:00","20",Kursus ini mengajarkan analisis struktur bangunan.
18,35,Analisis Struktur Bangunan,Sipil,Analisis Struktur Bangunan mencakup metode dan teknik untuk menganalisis kekuatan dan kestabilan struktur bangunan.,"00:01:00","100",Kursus ini mengajarkan analisis struktur bangunan.
3,36,Pengantar Ilmu Data,Informatika,"Pengantar Ilmu Data mencakup konsep dasar statistik, pemrograman, dan analisis data.","00:01:00","80",Kursus ini mengajarkan dasar-dasar ilmu data.
10,36,Pengantar Ilmu Data,Informatika,"Pengantar Ilmu Data mencakup konsep dasar statistik, pemrograman, dan analisis data.","00:01:00","40",Kursus ini mengajarkan dasar-dasar ilmu data.
15,37,Teknik Elektro Dasar,Mesin,Teknik Elektro Dasar mencakup konsep-konsep dasar elektronika dan elektrikal.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar teknik elektro.
11,37,Teknik Elektro Dasar,Mesin,Teknik Elektro Dasar mencakup konsep-konsep dasar elektronika dan elektrikal.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar teknik elektro.
5,37,Teknik Elektro Dasar,Mesin,Teknik Elektro Dasar mencakup konsep-konsep dasar elektronika dan elektrikal.,"00:01:00","40",Kursus ini mengajarkan dasar-dasar teknik elektro.
11,38,Pemrograman Mobile dengan Swift,Informatika,Pemrograman Mobile dengan Swift mencakup pengembangan aplikasi iOS yang efektif dan efisien.,"00:01:00","40",Kursus ini mengajarkan pemrograman mobile menggunakan Swift.
11,38,Pemrograman Mobile dengan Swift,Informatika,Pemrograman Mobile dengan Swift mencakup pengembangan aplikasi iOS yang efektif dan efisien.,"00:01:00","60",Kursus ini mengajarkan pemrograman mobile menggunakan Swift.
15,39,Pengenalan Kecerdasan Buatan,Informatika,Pengenalan Kecerdasan Buatan mencakup konsep dasar AI dan penggunaannya dalam berbagai bidang.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar kecerdasan buatan.
12,39,Pengenalan Kecerdasan Buatan,Informatika,Pengenalan Kecerdasan Buatan mencakup konsep dasar AI dan penggunaannya dalam berbagai bidang.,"00:01:00","20",Kursus ini mengajarkan dasar-dasar kecerdasan buatan.
12,40,Pemrograman Web dengan PHP,Informatika,Pemrograman Web dengan PHP mencakup pembuatan website dinamis menggunakan PHP dan MySQL.,"00:01:00","40",Kursus ini mengajarkan pemrograman web menggunakan PHP.
1,40,Pemrograman Web dengan PHP,Informatika,Pemrograman Web dengan PHP mencakup pembuatan website dinamis menggunakan PHP dan MySQL.,"00:01:00","60",Kursus ini mengajarkan pemrograman web menggunakan PHP.
16,41,Seni Lukis untuk Pemula,Sipil,Seni Lukis untuk Pemula mencakup teknik dasar melukis dengan berbagai media.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar seni lukis.
13,41,Seni Lukis untuk Pemula,Sipil,Seni Lukis untuk Pemula mencakup teknik dasar melukis dengan berbagai media.,"00:01:00","60",Kursus ini mengajarkan dasar-dasar seni lukis.
1,42,Dasar-dasar Fotografi,Mesin,"Dasar-dasar Fotografi mencakup penggunaan kamera, komposisi, dan teknik pencahayaan.","00:01:00","60",Kursus ini mengajarkan dasar-dasar fotografi.
13,42,Dasar-dasar Fotografi,Mesin,"Dasar-dasar Fotografi mencakup penggunaan kamera, komposisi, dan teknik pencahayaan.","00:01:00","80",Kursus ini mengajarkan dasar-dasar fotografi.
4,42,Dasar-dasar Fotografi,Mesin,"Dasar-dasar Fotografi mencakup penggunaan kamera, komposisi, dan teknik pencahayaan.","00:01:00","80",Kursus ini mengajarkan dasar-dasar fotografi.
16,43,Pengantar Biologi Molekuler,Informatika,Pengantar Biologi Molekuler mencakup konsep dasar genetika dan biokimia.,"00:01:00","80",Kursus ini mengajarkan dasar-dasar biologi molekuler.
14,43,Pengantar Biologi Molekuler,Informatika,Pengantar Biologi Molekuler mencakup konsep dasar genetika dan biokimia.,"00:01:00","100",Kursus ini mengajarkan dasar-dasar biologi molekuler.
14,44,Pengembangan Game dengan Unity,Informatika,Pengembangan Game dengan Unity mencakup pembuatan game 2D dan 3D menggunakan Unity Engine.,"00:01:00","80",Kursus ini mengajarkan pengembangan game menggunakan Unity.
17,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","60",Kursus ini mengajarkan dasar-dasar sosiologi.
18,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","80",Kursus ini mengajarkan dasar-dasar sosiologi.
19,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","40",Kursus ini mengajarkan dasar-dasar sosiologi.
15,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","60",Kursus ini mengajarkan dasar-dasar sosiologi.
7,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","60",Kursus ini mengajarkan dasar-dasar sosiologi.
10,45,Pengantar Sosiologi,Mesin,"Pengantar Sosiologi mencakup studi tentang masyarakat, struktur sosial, dan dinamika sosial.","00:01:00","40",Kursus ini mengajarkan dasar-dasar sosiologi.
15,46,Manajemen Keuangan Pribadi,Sipil,"Manajemen Keuangan Pribadi mencakup dasar-dasar perencanaan keuangan, anggaran, dan pengelolaan utang.","00:01:00","40",Kursus ini mengajarkan manajemen keuangan pribadi.
19,46,Manajemen Keuangan Pribadi,Sipil,"Manajemen Keuangan Pribadi mencakup dasar-dasar perencanaan keuangan, anggaran, dan pengelolaan utang.","00:01:00","40",Kursus ini mengajarkan manajemen keuangan pribadi.
